component_id,artifact_id,source_population,stratum,attack_related,raw_component_median_latency_ns,paired_h0_median_latency_ns,composed_path_median_latency_ns,paired_component_minus_load_difference_median_ns,peak_traced_allocation_bytes,canonical_bytes,bundle_bytes,N_operations,N_modes,schedule_operation_count,recorded_repetitions
H1,A22_COMPOSITE_PRIORITY_DUE_004,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,65350.0,159650.0,222450.0,-99900.0,12419,2687,2687,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_005,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,74450.0,179500.0,249000.0,-117500.0,13559,3067,3067,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_006,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,59000.0,171900.0,230850.0,-119250.0,10658,2100,2100,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_007,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,65550.0,173750.0,235150.0,-118000.0,11594,2412,2412,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_008,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,80800.0,169300.0,243700.0,-98950.0,15899,3847,3847,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_009,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,71550.0,163750.0,232150.0,-102450.0,14051,3231,3231,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_010,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,84400.0,181600.0,260250.0,-110400.0,17450,4364,4364,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_011,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,67100.0,174950.0,239300.0,-112300.0,12314,2652,2652,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_012,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,87000.0,184900.0,265150.0,-111500.0,18233,4625,4625,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_013,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,68400.0,162450.0,226350.0,-104800.0,12656,2766,2766,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_014,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,76100.0,166100.0,236350.0,-101900.0,14459,3367,3367,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_015,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,68800.0,174650.0,240600.0,-111700.0,12446,2696,2696,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_016,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,63250.0,171050.0,228700.0,-120500.0,10628,2090,2090,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_017,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,66400.0,171800.0,233350.0,-117800.0,11324,2322,2322,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_018,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,64900.0,161700.0,224200.0,-100600.0,12335,2659,2659,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_019,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,83750.0,172250.0,256000.0,-91250.0,18998,4880,4880,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_020,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,81650.0,180600.0,260450.0,-108200.0,18584,4742,4742,,,,100
H1,A22_INVALID_INTERVAL_001,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,178300.0,228700.0,401350.0,-55950.0,42558,12962,12962,,,,100
H1,A22_INVALID_INTERVAL_002,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,82750.0,178650.0,256250.0,-106800.0,16491,4273,4273,,,,100
H1,A22_INVALID_INTERVAL_003,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,162100.0,220650.0,376850.0,-70850.0,37644,11324,11324,,,,100
H1,A22_INVALID_INTERVAL_004,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,113250.0,194250.0,304250.0,-90750.0,24315,6881,6881,,,,100
H1,A22_INVALID_INTERVAL_005,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,82500.0,177400.0,253300.0,-108650.0,17397,4575,4575,,,,100
H1,A22_INVALID_INTERVAL_006,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,186850.0,211850.0,392150.0,-38000.0,61593,19307,19307,,,,100
H1,A22_INVALID_INTERVAL_007,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,63150.0,169550.0,232500.0,-112650.0,12354,2894,2894,,,,100
H1,A22_INVALID_INTERVAL_008,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,95450.0,181700.0,273750.0,-94200.0,23688,6672,6672,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_001,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,207650.0,223750.0,426000.0,-22900.0,67256,20966,20966,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_002,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,95650.0,179900.0,270500.0,-93100.0,24499,7113,7113,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_003,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,175350.0,211750.0,383200.0,-43800.0,53596,16812,16812,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_004,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,76700.0,179500.0,253850.0,-110050.0,15449,3697,3697,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_005,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,163650.0,214700.0,373250.0,-64550.0,45404,13682,13682,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_006,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,90850.0,183850.0,269050.0,-103450.0,18334,5058,5058,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_007,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,106600.0,190750.0,294250.0,-94550.0,23608,6816,6816,,,,100
H1,A22_INVALID_MISSING_EFFECTIVE_008,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,79300.0,180350.0,258200.0,-108800.0,16097,3913,3913,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_001,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,75950.0,165850.0,242050.0,-95200.0,16418,4020,4020,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_002,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,62500.0,156600.0,213100.0,-105200.0,10952,2198,2198,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_003,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,67950.0,159500.0,224500.0,-100600.0,13190,2944,2944,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_004,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,60250.0,154700.0,212350.0,-102800.0,11024,2222,2222,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_005,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,65900.0,157650.0,218550.0,-102000.0,11921,2521,2521,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_006,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,64950.0,159400.0,217200.0,-106250.0,11249,2297,2297,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_007,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,63800.0,160000.0,220800.0,-104850.0,11735,2459,2459,,,,100
H1,A22_INVALID_UNKNOWN_MACHINE_008,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,80550.0,183200.0,256600.0,-115650.0,14249,3297,3297,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_001,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,73600.0,175000.0,246550.0,-109350.0,16355,4063,4063,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_002,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,68850.0,174950.0,244800.0,-108100.0,13613,3149,3149,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_003,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,69600.0,176550.0,246200.0,-113650.0,13199,3011,3011,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_004,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,64950.0,173500.0,239400.0,-114150.0,12698,2844,2844,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_005,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,74900.0,178550.0,252550.0,-110350.0,14780,3538,3538,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_006,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,75850.0,177050.0,248750.0,-111200.0,14090,3308,3308,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_007,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,83150.0,181650.0,259750.0,-109700.0,15680,3838,3838,,,,100
H1,A22_INVALID_UNKNOWN_ORDER_008,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,71350.0,174150.0,240200.0,-114950.0,12452,2762,2762,,,,100
H1,A22_INVALID_UNSUPPORTED_001,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,65200.0,168400.0,228300.0,-114100.0,11410,2750,2750,,,,100
H1,A22_INVALID_UNSUPPORTED_002,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,59300.0,162150.0,218750.0,-110900.0,12115,2985,2985,,,,100
H1,A22_INVALID_UNSUPPORTED_003,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,60350.0,166750.0,227500.0,-111800.0,11326,2722,2722,,,,100
H1,A22_INVALID_UNSUPPORTED_004,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,70500.0,170750.0,236300.0,-111400.0,14572,3804,3804,,,,100
H1,A22_INVALID_UNSUPPORTED_005,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,65450.0,167150.0,227050.0,-112300.0,13033,3291,3291,,,,100
H1,A22_INVALID_UNSUPPORTED_006,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,77200.0,174750.0,246650.0,-106250.0,15013,3951,3951,,,,100
H1,A22_INVALID_UNSUPPORTED_007,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,63200.0,168100.0,231650.0,-109150.0,15154,3998,3998,,,,100
H1,A22_INVALID_UNSUPPORTED_008,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_reject,False,62250.0,164800.0,225600.0,-111050.0,12871,3237,3237,,,,100
H1,A22_SINGLE_MF_001,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,76650.0,176850.0,247850.0,-113500.0,14342,3328,3328,,,,100
H1,A22_SINGLE_MF_002,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,129800.0,196050.0,320650.0,-68050.0,35459,10367,10367,,,,100
