component_id,artifact_id,source_population,stratum,attack_related,raw_component_median_latency_ns,paired_h0_median_latency_ns,composed_path_median_latency_ns,paired_component_minus_load_difference_median_ns,peak_traced_allocation_bytes,canonical_bytes,bundle_bytes,N_operations,N_modes,schedule_operation_count,recorded_repetitions
H1,A22_COMPOSITE_NEW_ORDER_012,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,75300.0,181150.0,249950.0,-115700.0,13092,2730,2730,,,,100
H1,A22_COMPOSITE_NEW_ORDER_013,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,68700.0,167450.0,231500.0,-110550.0,12135,2411,2411,,,,100
H1,A22_COMPOSITE_NEW_ORDER_014,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,59750.0,160300.0,221000.0,-106150.0,11928,2342,2342,,,,100
H1,A22_COMPOSITE_NEW_ORDER_015,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,64850.0,175400.0,238150.0,-119100.0,11457,2185,2185,,,,100
H1,A22_COMPOSITE_NEW_ORDER_016,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,67900.0,176500.0,241800.0,-116550.0,12609,2569,2569,,,,100
H1,A22_COMPOSITE_NEW_ORDER_017,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,84450.0,184150.0,263200.0,-112100.0,15990,3696,3696,,,,100
H1,A22_COMPOSITE_NEW_ORDER_018,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,61600.0,157650.0,215300.0,-105600.0,11289,2129,2129,,,,100
H1,A22_COMPOSITE_NEW_ORDER_019,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,67950.0,163150.0,228000.0,-94250.0,12771,2623,2623,,,,100
H1,A22_COMPOSITE_NEW_ORDER_020,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,69500.0,177500.0,241950.0,-120950.0,11805,2301,2301,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_001,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,62150.0,171250.0,231200.0,-118300.0,11525,2389,2389,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_002,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,64500.0,171650.0,230500.0,-117350.0,10997,2213,2213,,,,100
H1,A22_COMPOSITE_PRIORITY_DUE_003,A22_RETAINED_SEMANTIC_CANDIDATES_V1,expected_accept,False,64000.0,159700.0,217800.0,-106850.0,11033,2225,2225,,,,100
