component_id,reporting_group,artifact_id,descriptor,descriptor_value,artifact_median_component_latency_ns,observed_range_only
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_006,bundle_bytes,3937,9950.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_007,canonical_bytes,94,11550.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_007,bundle_bytes,2524,11550.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_008,canonical_bytes,131,12750.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_008,bundle_bytes,3244,12750.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_009,canonical_bytes,94,12200.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_009,bundle_bytes,2170,12200.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_010,canonical_bytes,132,10600.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_010,bundle_bytes,7153,10600.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_011,canonical_bytes,94,12050.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_011,bundle_bytes,2416,12050.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_012,canonical_bytes,134,13200.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_012,bundle_bytes,12345,13200.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_013,canonical_bytes,94,9600.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_013,bundle_bytes,3005,9600.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_014,canonical_bytes,131,10300.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_014,bundle_bytes,3062,10300.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_015,canonical_bytes,94,12100.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_015,bundle_bytes,2654,12100.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_016,canonical_bytes,132,10050.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_016,bundle_bytes,3419,10050.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_017,canonical_bytes,94,12300.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_017,bundle_bytes,2272,12300.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_018,canonical_bytes,134,12350.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_018,bundle_bytes,12015,12350.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_019,canonical_bytes,94,12150.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_019,bundle_bytes,2317,12150.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_020,canonical_bytes,131,12450.0,True
H2,H2_expected_accept,A22_ATTACK_UNDERLYING_020,bundle_bytes,10083,12450.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_001,canonical_bytes,139,13900.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_001,bundle_bytes,3085,13900.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_002,canonical_bytes,139,14250.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_002,bundle_bytes,4519,14250.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_003,canonical_bytes,139,13300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_003,bundle_bytes,2044,13300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_004,canonical_bytes,139,10850.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_004,bundle_bytes,3098,10850.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_005,canonical_bytes,139,11050.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_005,bundle_bytes,2532,11050.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_006,canonical_bytes,139,11200.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_006,bundle_bytes,2130,11200.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_007,canonical_bytes,140,13100.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_007,bundle_bytes,7225,13100.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_008,canonical_bytes,139,12700.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_008,bundle_bytes,2241,12700.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_009,canonical_bytes,139,12700.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_009,bundle_bytes,2320,12700.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_010,canonical_bytes,139,13650.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_010,bundle_bytes,2186,13650.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_011,canonical_bytes,139,12300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_011,bundle_bytes,2435,12300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_012,canonical_bytes,139,13300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_012,bundle_bytes,2730,13300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_013,canonical_bytes,139,12900.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_013,bundle_bytes,2411,12900.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_014,canonical_bytes,140,12250.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_014,bundle_bytes,2342,12250.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_015,canonical_bytes,139,13100.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_015,bundle_bytes,2185,13100.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_016,canonical_bytes,139,12400.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_016,bundle_bytes,2569,12400.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_017,canonical_bytes,139,14300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_017,bundle_bytes,3696,14300.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_018,canonical_bytes,139,11050.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_018,bundle_bytes,2129,11050.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_019,canonical_bytes,139,12400.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_019,bundle_bytes,2623,12400.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_020,canonical_bytes,139,12550.0,True
H2,H2_expected_accept,A22_COMPOSITE_NEW_ORDER_020,bundle_bytes,2301,12550.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_001,canonical_bytes,109,10250.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_001,bundle_bytes,2389,10250.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_002,canonical_bytes,109,11950.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_002,bundle_bytes,2213,11950.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_003,canonical_bytes,109,12800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_003,bundle_bytes,2225,12800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_004,canonical_bytes,109,12400.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_004,bundle_bytes,2687,12400.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_005,canonical_bytes,109,10650.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_005,bundle_bytes,3067,10650.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_006,canonical_bytes,110,12650.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_006,bundle_bytes,2100,12650.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_007,canonical_bytes,109,12950.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_007,bundle_bytes,2412,12950.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_008,canonical_bytes,109,10250.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_008,bundle_bytes,3847,10250.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_009,canonical_bytes,109,12800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_009,bundle_bytes,3231,12800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_010,canonical_bytes,109,13050.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_010,bundle_bytes,4364,13050.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_011,canonical_bytes,109,13200.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_011,bundle_bytes,2652,13200.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_012,canonical_bytes,110,13500.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_012,bundle_bytes,4625,13500.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_013,canonical_bytes,109,11950.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_013,bundle_bytes,2766,11950.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_014,canonical_bytes,109,12550.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_014,bundle_bytes,3367,12550.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_015,canonical_bytes,109,10800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_015,bundle_bytes,2696,10800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_016,canonical_bytes,109,11900.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_016,bundle_bytes,2090,11900.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_017,canonical_bytes,109,9800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_017,bundle_bytes,2322,9800.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_018,canonical_bytes,110,11450.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_018,bundle_bytes,2659,11450.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_019,canonical_bytes,109,12500.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_019,bundle_bytes,4880,12500.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_020,canonical_bytes,109,13050.0,True
H2,H2_expected_accept,A22_COMPOSITE_PRIORITY_DUE_020,bundle_bytes,4742,13050.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_001,canonical_bytes,131,15450.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_001,bundle_bytes,12962,15450.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_002,canonical_bytes,131,14800.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_002,bundle_bytes,4273,14800.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_003,canonical_bytes,132,15800.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_003,bundle_bytes,11324,15800.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_004,canonical_bytes,132,15500.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_004,bundle_bytes,6881,15500.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_005,canonical_bytes,132,14000.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_005,bundle_bytes,4575,14000.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_006,canonical_bytes,134,13200.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_006,bundle_bytes,19307,13200.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_007,canonical_bytes,131,12400.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_007,bundle_bytes,2894,12400.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_008,canonical_bytes,131,12600.0,True
H2,H2_expected_reject,A22_INVALID_INTERVAL_008,bundle_bytes,6672,12600.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_001,canonical_bytes,131,12650.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_001,bundle_bytes,20966,12650.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_002,canonical_bytes,55,6150.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_002,bundle_bytes,7113,6150.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_003,canonical_bytes,55,5550.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_003,bundle_bytes,16812,5550.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_004,canonical_bytes,132,12100.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_004,bundle_bytes,3697,12100.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_005,canonical_bytes,132,10100.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_005,bundle_bytes,13682,10100.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_006,canonical_bytes,55,5350.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_006,bundle_bytes,5058,5350.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_007,canonical_bytes,55,4800.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_007,bundle_bytes,6816,4800.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_008,canonical_bytes,131,12450.0,True
H2,H2_expected_reject,A22_INVALID_MISSING_EFFECTIVE_008,bundle_bytes,3913,12450.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_001,canonical_bytes,142,14300.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_001,bundle_bytes,4020,14300.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_002,canonical_bytes,142,14300.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_002,bundle_bytes,2198,14300.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_003,canonical_bytes,142,13050.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_003,bundle_bytes,2944,13050.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_004,canonical_bytes,142,13750.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_004,bundle_bytes,2222,13750.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_005,canonical_bytes,142,14500.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_005,bundle_bytes,2521,14500.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_006,canonical_bytes,142,14800.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_006,bundle_bytes,2297,14800.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_007,canonical_bytes,142,13850.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_007,bundle_bytes,2459,13850.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_008,canonical_bytes,142,14700.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_MACHINE_008,bundle_bytes,3297,14700.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_001,canonical_bytes,101,15200.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_001,bundle_bytes,4063,15200.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_002,canonical_bytes,101,14250.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_002,bundle_bytes,3149,14250.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_003,canonical_bytes,101,15700.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_003,bundle_bytes,3011,15700.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_004,canonical_bytes,101,12350.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_004,bundle_bytes,2844,12350.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_005,canonical_bytes,101,14300.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_005,bundle_bytes,3538,14300.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_006,canonical_bytes,101,13900.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_006,bundle_bytes,3308,13900.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_007,canonical_bytes,101,13750.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_007,bundle_bytes,3838,13750.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_008,canonical_bytes,101,15950.0,True
H2,H2_expected_reject,A22_INVALID_UNKNOWN_ORDER_008,bundle_bytes,2762,15950.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_001,canonical_bytes,55,4400.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_001,bundle_bytes,2750,4400.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_002,canonical_bytes,55,5650.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_002,bundle_bytes,2985,5650.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_003,canonical_bytes,55,5600.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_003,bundle_bytes,2722,5600.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_004,canonical_bytes,55,4200.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_004,bundle_bytes,3804,4200.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_005,canonical_bytes,55,5600.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_005,bundle_bytes,3291,5600.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_006,canonical_bytes,55,6050.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_006,bundle_bytes,3951,6050.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_007,canonical_bytes,55,4350.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_007,bundle_bytes,3998,4350.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_008,canonical_bytes,55,4150.0,True
H2,H2_expected_reject,A22_INVALID_UNSUPPORTED_008,bundle_bytes,3237,4150.0,True
H2,H2_expected_accept,A22_SINGLE_MF_001,canonical_bytes,130,11750.0,True
H2,H2_expected_accept,A22_SINGLE_MF_001,bundle_bytes,3328,11750.0,True
H2,H2_expected_accept,A22_SINGLE_MF_002,canonical_bytes,130,12650.0,True
H2,H2_expected_accept,A22_SINGLE_MF_002,bundle_bytes,10367,12650.0,True
H2,H2_expected_accept,A22_SINGLE_MF_003,canonical_bytes,131,12700.0,True
H2,H2_expected_accept,A22_SINGLE_MF_003,bundle_bytes,9048,12700.0,True
H2,H2_expected_accept,A22_SINGLE_MF_004,canonical_bytes,132,11550.0,True
H2,H2_expected_accept,A22_SINGLE_MF_004,bundle_bytes,3719,11550.0,True
H2,H2_expected_accept,A22_SINGLE_MF_005,canonical_bytes,55,5150.0,True
H2,H2_expected_accept,A22_SINGLE_MF_005,bundle_bytes,15875,5150.0,True
H2,H2_expected_accept,A22_SINGLE_MF_006,canonical_bytes,134,10700.0,True
H2,H2_expected_accept,A22_SINGLE_MF_006,bundle_bytes,2818,10700.0,True
H2,H2_expected_accept,A22_SINGLE_MF_007,canonical_bytes,131,13000.0,True
H2,H2_expected_accept,A22_SINGLE_MF_007,bundle_bytes,3220,13000.0,True
H2,H2_expected_accept,A22_SINGLE_MF_008,canonical_bytes,131,11050.0,True
H2,H2_expected_accept,A22_SINGLE_MF_008,bundle_bytes,2070,11050.0,True
H2,H2_expected_accept,A22_SINGLE_MF_009,canonical_bytes,132,13200.0,True
H2,H2_expected_accept,A22_SINGLE_MF_009,bundle_bytes,9418,13200.0,True
H2,H2_expected_accept,A22_SINGLE_MF_010,canonical_bytes,132,12050.0,True
H2,H2_expected_accept,A22_SINGLE_MF_010,bundle_bytes,4720,12050.0,True
H2,H2_expected_accept,A22_SINGLE_MF_011,canonical_bytes,132,11650.0,True
H2,H2_expected_accept,A22_SINGLE_MF_011,bundle_bytes,14695,11650.0,True
H2,H2_expected_accept,A22_SINGLE_MF_012,canonical_bytes,134,14000.0,True
H2,H2_expected_accept,A22_SINGLE_MF_012,bundle_bytes,35991,14000.0,True
H2,H2_expected_accept,A22_SINGLE_MF_013,canonical_bytes,131,9900.0,True
H2,H2_expected_accept,A22_SINGLE_MF_013,bundle_bytes,3079,9900.0,True
H2,H2_expected_accept,A22_SINGLE_MF_014,canonical_bytes,131,11800.0,True
H2,H2_expected_accept,A22_SINGLE_MF_014,bundle_bytes,2843,11800.0,True
H2,H2_expected_accept,A22_SINGLE_MF_015,canonical_bytes,55,5100.0,True
H2,H2_expected_accept,A22_SINGLE_MF_015,bundle_bytes,14289,5100.0,True
H2,H2_expected_accept,A22_SINGLE_MF_016,canonical_bytes,132,12550.0,True
H2,H2_expected_accept,A22_SINGLE_MF_016,bundle_bytes,4765,12550.0,True
H2,H2_expected_accept,A22_SINGLE_MF_017,canonical_bytes,132,12400.0,True
H2,H2_expected_accept,A22_SINGLE_MF_017,bundle_bytes,19444,12400.0,True
H2,H2_expected_accept,A22_SINGLE_MF_018,canonical_bytes,134,13000.0,True
H2,H2_expected_accept,A22_SINGLE_MF_018,bundle_bytes,13855,13000.0,True
H2,H2_expected_accept,A22_SINGLE_MF_019,canonical_bytes,132,11600.0,True
H2,H2_expected_accept,A22_SINGLE_MF_019,bundle_bytes,2937,11600.0,True
H2,H2_expected_accept,A22_SINGLE_MF_020,canonical_bytes,55,4800.0,True
H2,H2_expected_accept,A22_SINGLE_MF_020,bundle_bytes,15810,4800.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_001,canonical_bytes,93,11400.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_001,bundle_bytes,2037,11400.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_002,canonical_bytes,93,12000.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_002,bundle_bytes,3117,12000.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_003,canonical_bytes,93,9600.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_003,bundle_bytes,2163,9600.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_004,canonical_bytes,94,11950.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_004,bundle_bytes,2315,11950.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_005,canonical_bytes,95,10200.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_005,bundle_bytes,2083,10200.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_006,canonical_bytes,94,12500.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_006,bundle_bytes,2569,12500.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_007,canonical_bytes,94,9350.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_007,bundle_bytes,2321,9350.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_008,canonical_bytes,94,10250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_008,bundle_bytes,2499,10250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_009,canonical_bytes,94,12200.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_009,bundle_bytes,1861,12200.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_010,canonical_bytes,95,12250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_010,bundle_bytes,2321,12250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_011,canonical_bytes,94,13100.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_011,bundle_bytes,3329,13100.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_012,canonical_bytes,94,11700.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_012,bundle_bytes,2630,11700.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_013,canonical_bytes,94,12150.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_013,bundle_bytes,1988,12150.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_014,canonical_bytes,94,11550.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_014,bundle_bytes,2043,11550.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_015,canonical_bytes,95,11950.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_015,bundle_bytes,2288,11950.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_016,canonical_bytes,94,11750.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_016,bundle_bytes,2046,11750.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_017,canonical_bytes,94,12250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_017,bundle_bytes,2037,12250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_018,canonical_bytes,94,12200.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_018,bundle_bytes,2528,12200.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_019,canonical_bytes,94,11250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_019,bundle_bytes,1863,11250.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_020,canonical_bytes,95,12500.0,True
H2,H2_expected_accept,A22_SINGLE_PRIORITY_020,bundle_bytes,1943,12500.0,True
H3,H3,052b2dfeb855619b4e74c70e7155e5699a6aebc572c887f1432462ecf4afce6b,canonical_bytes,404,800050.0,True
H3,H3,052b2dfeb855619b4e74c70e7155e5699a6aebc572c887f1432462ecf4afce6b,bundle_bytes,755121,800050.0,True
H3,H3,052b2dfeb855619b4e74c70e7155e5699a6aebc572c887f1432462ecf4afce6b,N_operations,150,800050.0,True
H3,H3,052b2dfeb855619b4e74c70e7155e5699a6aebc572c887f1432462ecf4afce6b,N_modes,451,800050.0,True
H3,H3,052b2dfeb855619b4e74c70e7155e5699a6aebc572c887f1432462ecf4afce6b,schedule_operation_count,150,800050.0,True
H3,H3,0edc936e36dbd00367c35ec096b127c69211776f53ead8d7b9619a78d9b3beb5,canonical_bytes,388,697900.0,True
H3,H3,0edc936e36dbd00367c35ec096b127c69211776f53ead8d7b9619a78d9b3beb5,bundle_bytes,779480,697900.0,True
H3,H3,0edc936e36dbd00367c35ec096b127c69211776f53ead8d7b9619a78d9b3beb5,N_operations,150,697900.0,True
H3,H3,0edc936e36dbd00367c35ec096b127c69211776f53ead8d7b9619a78d9b3beb5,N_modes,490,697900.0,True
